808hz,812hz,816hz,820hz,824hz,828hz,832hz,835hz,839hz,843hz,847hz,851hz,855hz,859hz,863hz,867hz,871hz,875hz,878hz,882hz,886hz,890hz,894hz,898hz,902hz,906hz,910hz,914hz,917hz,921hz,925hz,929hz,933hz,937hz,941hz,945hz,949hz,953hz,957hz,960hz,964hz,968hz,972hz,976hz,980hz,984hz,988hz,992hz,996hz,1000hz,1003hz,1007hz,1011hz,1015hz,1019hz,1023hz,1027hz,1031hz,1035hz,1039hz,1042hz,1046hz,1050hz,1054hz,1058hz,1062hz,1066hz,1070hz,1074hz,1078hz,1082hz,1085hz,1089hz,1093hz,1097hz,1101hz,1105hz,1109hz,1113hz,1117hz,1121hz,1125hz,1128hz,1132hz,1136hz,1140hz,1144hz,1148hz,1152hz,1156hz,1160hz,1164hz,1167hz,1171hz,1175hz,1179hz,1183hz,1187hz,1191hz,1195hz,1199hz,1203hz,1207hz,1210hz,1214hz,1218hz,1222hz,1226hz,1230hz,1234hz,1238hz,1242hz,1246hz,1250hz,1253hz,1257hz,1261hz,1265hz,1269hz,1273hz,1277hz,1281hz,1285hz,1289hz,1292hz,1296hz,1300hz,1304hz,1308hz,1312hz,1316hz,1320hz,1324hz,1328hz,1332hz,1335hz,1339hz,1343hz,1347hz,1351hz,1355hz,1359hz,1363hz,1367hz,1371hz,1375hz,1378hz,1382hz,1386hz,1390hz,1394hz,1398hz,1402hz,1406hz,1410hz,1414hz,1417hz,1421hz,1425hz,1429hz,1433hz,1437hz,1441hz,1445hz,1449hz,1453hz,1457hz,1460hz,1464hz,1468hz,1472hz,1476hz,1480hz,1484hz,1488hz,1492hz,1496hz,1500hz,1503hz,1507hz,1511hz,1515hz,1519hz,1523hz,1527hz,1531hz,1535hz,1539hz,1542hz,1546hz,1550hz,1554hz,1558hz,weight
25449,10449,18101,29351,19253,11918,27073,21863,4831,20710,24011,10411,11873,24829,18147,10713,27351,24940,7548,21053,26844,14569,10581,26163,23375,7374,23800,27501,10619,15165,25160,16778,3918,20931,22754,7895,18770,26460,13780,12040,24458,20181,5258,15743,23180,18598,15445,15054,19972,38226,44281,28318,543,24281,29875,13375,14142,31077,22647,5705,28188,29059,8510,18098,31720,22515,6770,31346,33771,9675,24481,40028,26221,8027,39501,44579,12179,61748,141926,205591,235458,224654,165760,55115,130058,317066,465793,518855,454905,300106,115377,47333,110601,90041,28306,55772,71172,42867,28571,55284,52044,23395,41165,54213,32075,28375,49933,42675,22845,40733,50267,30888,31345,51878,40966,28733,48211,46913,36237,49941,52469,38688,62422,74263,40146,117382,228599,276188,237315,153580,99915,73328,52761,97371,100592,32463,107709,160003,69090,174737,476644,700350,734778,565983,284439,34536,118062,116704,34970,47326,67287,30479,19207,33909,10539,32434,50777,37754,19057,32855,27585,6126,29843,30409,6924,21701,29121,15875,13559,25178,19314,11922,23616,18922,13362,25062,18756,13343,28084,24140,1872,23327,28070,11639,28066,35979,51947,120982,181769,187411,128107,34354,46312,24.7
41435,54858,41391,24818,43549,54311,45901,30432,39189,57487,54011,31653,39712,58411,53961,37396,40105,57051,61207,44444,36716,58555,63058,44632,38212,54563,61410,51088,37277,51105,64602,53094,36165,51128,63494,56948,42858,46546,63292,63518,44262,44744,63003,61743,46442,45052,58772,64280,51657,40555,57897,66864,53469,44026,57316,66429,60561,47991,55118,71149,66619,49662,56592,69829,66169,53979,54114,67622,70279,54726,50104,65890,68437,56018,49725,58777,69340,68554,58020,55235,56042,47491,51097,67786,72294,66956,71520,90767,103377,90019,59973,59468,76014,72667,57753,55923,67427,69742,55165,48875,64915,68922,55220,49225,60551,67540,60613,49489,58377,70147,62064,48968,57403,66407,61154,49645,50167,61404,60807,46397,46288,58858,58010,47425,46511,56164,59537,47165,33025,48071,60986,54032,43722,51060,61112,60249,51456,54860,68764,68039,55068,58303,69661,66048,50907,47582,63737,71459,58793,48929,62915,69226,58477,50415,59575,68836,63015,49005,55331,68449,63572,50814,54844,65532,65423,54765,52277,65093,67715,54549,51401,63127,65397,55859,49064,57187,64876,57257,46876,55160,62072,54882,46215,49930,57880,56974,46660,46099,56108,54619,44542,46279,54643,24.7
4990,15828,19175,13042,7028,19897,24363,14417,17790,23288,12675,4541,15841,18849,8994,12189,24675,13776,16647,35462,27548,2883,35026,50608,31870,21006,74287,77107,13253,136782,281526,378868,386933,297908,151017,31481,78554,87316,54789,21511,19153,16403,37478,52632,41542,23601,35929,44712,38076,31127,40498,53175,61408,59075,41032,14378,16830,28162,19593,12401,31593,30017,16062,31737,38181,24777,24220,41870,37991,27369,56104,64252,33081,47332,86447,67044,47809,208624,368867,448282,409065,271837,97412,51615,110972,81281,8027,61459,71538,30368,36835,90828,104230,71284,18221,21010,30945,23362,15072,21932,21909,11439,19422,19187,12266,20330,21764,16536,8497,18960,28458,19231,7728,21974,26126,18252,6542,37369,62388,68970,60571,46723,32045,17491,7241,10421,12284,11857,6700,8018,18493,17311,5916,8329,18274,17171,7851,46629,82139,92679,73072,32666,25580,55871,56009,28028,8015,25204,22228,6096,18897,26985,14457,10211,23710,18492,9912,19698,22525,12276,16177,29884,18871,38335,94474,134798,141693,114484,64650,16303,26734,31862,18860,8759,14415,15793,11350,7431,14313,20699,21048,18323,17464,16922,16574,19929,23209,20573,17861,23888,25708,18474,14489,33.4
8319,6570,6269,4911,5641,9063,9622,6461,6599,8693,5274,6666,13059,12982,7436,8493,13065,11713,10691,14826,12641,8866,18455,21459,11177,17940,35742,30877,15445,78613,145574,184071,176030,123495,48760,16403,44506,33664,15725,40770,53172,44643,27990,19828,14782,11487,16868,14810,5662,12657,14503,2947,22933,40910,41208,23761,7053,17843,16776,5248,13373,17968,9563,8132,15888,11350,4370,14430,15158,6259,12727,19387,12619,10446,22897,21193,12167,38621,66990,78105,66095,37862,9273,13271,15846,5728,10213,17849,11583,13958,36875,53084,54729,41796,21666,9094,12578,12009,7726,6176,7982,8070,4784,4415,9089,8971,3531,5649,9609,8159,6086,9339,9212,5563,11387,14744,8980,13895,32137,45342,46520,34960,16595,1278,10273,11752,6127,4161,9259,7723,1054,5758,8240,4792,2604,8464,7852,2040,6967,9127,5948,5557,8818,7408,2372,8688,11434,6316,3076,8792,7462,1673,6797,8853,4242,5471,11691,10154,4070,12673,17604,10987,10669,37383,62854,75636,69050,45285,14774,10653,21076,16410,3189,9520,12398,6290,5528,9638,7390,1967,6104,8759,6968,5213,5742,4364,5096,6376,5815,6050,6323,5978,4816,33.4
13756,14161,10026,12388,17840,15322,10702,13508,13519,9332,9861,14052,11661,8465,16663,16648,5679,11071,19552,18154,6752,14183,25146,18717,4533,22701,29980,18828,15079,67252,118624,148028,146158,114162,59773,2512,34659,36342,15599,24634,41409,40788,26371,22243,28695,22105,13190,20456,21744,12975,13476,24722,24990,13471,7267,11993,10606,11110,14185,13374,11727,16312,17897,12303,11455,15506,13179,7813,10431,14068,12191,11133,14802,14189,11506,13335,14319,14139,18405,22534,18146,6365,12641,17101,9879,8988,18671,18656,7453,22903,46456,56619,48465,28525,7809,6290,11320,8162,4195,9207,10533,7908,7409,8860,8808,8689,10069,11100,10077,9694,11390,10608,7557,7953,9518,8010,6519,12814,17974,15608,8074,8091,10672,8512,5973,7733,9908,9906,8965,8253,7141,7192,7897,7525,7783,9652,10408,8382,7636,9936,9622,7753,8395,8692,6742,6713,10484,11829,10312,10920,11431,8684,8464,11996,12436,9631,12209,16076,12684,10458,17726,17700,8182,25158,52939,71414,70380,51062,25340,6798,7675,8724,5299,5727,5587,801,6773,7605,2597,3251,5181,3414,1992,5388,6307,3075,4945,7313,4621,2760,5731,5976,3555,33.4
32222,25034,25569,30937,29578,31837,37279,32083,25858,33460,33354,23989,31103,37305,26147,28935,45213,37658,21082,43543,48845,26989,43502,64548,42876,39526,91382,87020,29671,166427,312096,382540,345957,224543,78928,28717,67988,54295,26282,17516,33361,50816,51593,31888,15925,27999,24900,10032,16073,18370,11593,977,20807,48876,66547,59086,26925,15620,36833,27508,8556,31436,30979,9703,24984,31484,12055,22892,38087,20583,21748,50164,37583,18746,68410,66253,18197,165473,312526,386348,347863,217906,72044,71303,91848,52192,32280,57523,45824,32594,55851,56428,29144,20022,33434,25213,15818,27497,26386,16262,23525,26998,18692,19402,25045,20549,16917,22003,20192,14443,19741,21229,14099,15677,19087,11014,7459,20405,32779,53903,76787,82650,61612,24520,26585,40928,31994,22359,32444,30521,16931,28087,35819,22651,23172,40649,33384,20063,64739,102123,107232,79277,36330,2632,10671,6762,8347,9656,8306,14943,16310,10464,15592,20700,14002,11114,19587,15920,3862,19776,25284,11038,17922,47575,66515,74059,73311,61275,36311,9603,19876,24318,12205,7257,18718,15944,6042,12136,12850,5390,12195,18079,14404,7992,11379,11819,8592,11984,13581,9245,8451,12220,11458,33.4
19112,19736,13179,12169,17580,17488,13354,19738,22363,13945,12356,18093,16034,9291,15840,23397,17435,13118,23613,21777,9169,14969,25910,21935,9775,33780,43660,23249,24356,78395,127811,152862,139590,95199,41980,7739,30679,27892,10851,43268,64236,61179,39384,9665,19982,26641,12994,12835,22137,16139,5913,22522,36313,35891,21665,6841,8251,7444,6392,8651,9388,7485,8713,11135,10029,9155,9128,7132,4946,5069,6505,7494,8179,7724,7053,6604,2838,8279,19075,29063,34628,31849,22749,16922,16708,14695,10870,9159,12702,17899,18876,15232,18861,26362,25191,15351,4773,9528,14051,11211,9911,15564,14321,7534,9291,12724,10906,5866,10101,13311,8083,7861,13121,10510,2912,6046,11137,8967,6656,21040,29861,27072,17131,10004,10719,12288,12749,13281,12975,11493,10502,10024,9586,9393,8865,8105,9902,12106,10078,5348,5699,6710,5224,4971,8076,10558,10502,9443,8273,7325,7659,7125,4973,4565,7715,7714,3314,7585,9217,2978,6842,9793,1842,17450,44094,67837,75660,62660,38536,24425,26118,23600,16564,18273,21142,16616,13773,16543,15409,12045,13610,15856,13572,13072,16685,15207,10093,11026,13297,11409,9189,12611,14370,33.4
14570,14888,13721,18432,21436,16253,15082,19382,15382,8035,12971,16957,11888,9772,16800,11710,5631,16778,15343,4038,8565,15459,11327,7560,18144,14456,20860,30519,10033,61618,140786,200514,210379,159826,73259,41751,67116,49456,45814,84311,94506,62240,8269,32247,35480,13847,24882,30384,16573,20664,28134,20631,52483,87773,88095,50546,9361,37963,38832,14253,30233,42887,25324,24246,42640,32080,14271,39648,43930,18420,35333,56367,34189,37494,83458,75855,23803,146889,278255,344960,313932,204198,72763,26511,61038,41058,11350,39152,37273,17282,43659,78216,97325,89167,55571,13931,22413,34859,22640,10110,27792,23973,2507,19285,23789,11059,10545,25885,22757,1358,22054,28118,13020,10279,24894,21415,1408,29651,53491,62237,56954,42472,21770,2910,17757,20383,7004,13180,23441,14157,7209,22699,19891,337,23818,36146,23625,14564,56921,82228,78982,54211,24255,8166,13765,16753,16574,10477,9128,14684,11553,1086,12050,17203,9922,8024,19287,15146,5363,23165,28768,15003,18639,54200,76467,73579,51192,31698,34164,36733,26697,12285,12998,13578,7551,6052,8284,5151,7445,15253,14699,6220,8055,13297,11643,4086,6405,10309,5134,5770,10819,7717,908,33.4
17906,13969,16493,19268,16946,16944,21988,20419,13701,13176,15149,14001,12749,16243,17121,12873,15733,18567,13253,8716,14658,19055,14080,7928,17263,15425,2732,10764,20240,43233,71915,95304,104545,88036,45309,5127,33931,34380,20936,31155,50454,56485,46048,34317,33962,30570,24412,27393,30703,25624,24377,38505,45432,35253,14823,4369,13959,16376,17053,20012,21630,20641,19529,17315,14621,15206,16971,16765,17396,21727,23514,20590,19968,22249,21297,18842,23640,35808,46718,49072,39243,19986,2080,13930,15968,6327,11716,23697,17293,13025,46074,68919,71176,54032,25159,9067,22099,18626,9176,14581,15406,8933,6843,13261,15298,12454,11810,12759,11367,10316,9903,8921,8673,9472,9547,11024,13078,9012,3953,16444,25427,28101,24749,18034,15178,16333,14665,12015,12747,14334,14322,13070,12822,14409,14906,13555,12498,11864,10873,10640,11095,9521,6952,11375,15142,13269,10528,11331,10876,7108,7137,12216,11152,6906,11351,11150,3068,6476,11256,8078,3854,15846,13427,14746,61045,105750,128331,119602,83260,36266,25587,38083,29235,16137,22697,24757,17260,16534,23413,21286,14640,17921,19422,14141,13082,18147,18627,14831,16482,19697,17300,14378,15347,33.4
21500,19886,13743,11469,15656,18339,17955,21852,25458,20755,16309,19462,19425,15329,15832,21642,20584,18637,26877,26988,15352,14717,25387,25380,15313,32472,47754,33480,23157,73739,119197,141569,129925,88791,44601,20905,10168,27419,39768,40919,36845,27254,15481,7816,4636,5768,1228,8632,11805,6287,1999,7821,13645,16578,14303,11135,7624,4803,7052,7487,6091,3249,8398,10764,5607,8156,11963,8285,3314,5791,8927,7921,6802,10672,9239,5739,7689,5650,3399,10066,17087,17156,8254,10538,14228,5980,6764,13539,12548,10320,27671,51169,61384,50117,25293,6781,16308,19769,14410,9305,13961,14634,10819,8314,6751,5404,6704,9464,10735,10857,11703,11384,9069,6940,5988,6119,7698,9273,7693,5523,12096,16875,15249,9666,5721,7706,10246,10005,10200,11599,10057,7491,7625,7573,6078,6355,10906,12650,9617,8895,10080,7111,3120,6050,9426,8356,6907,11481,11229,5256,5851,8038,6489,5479,10211,11569,4227,8830,14410,9159,3681,10333,14473,18278,31944,53765,64609,53845,29725,14291,17419,16903,7096,7909,16942,12487,3403,12037,12311,5834,3665,9675,9963,5120,10140,12583,7854,6512,9135,8055,4750,7924,11911,33.4
36391,35461,51829,66226,73629,75670,72616,63112,48549,40207,44429,47157,41851,29847,24472,33432,36578,34943,36888,41933,45139,37922,24896,22779,36257,51810,48196,21709,19880,69055,123857,156311,146256,103054,49014,15153,38435,44635,60333,86471,94472,81133,55550,51727,68895,61828,50821,75416,96917,94826,71426,59022,79308,92789,96168,108369,126033,127044,103116,76237,68639,59177,35548,35818,64705,70305,47663,35476,44319,35279,9679,27336,43454,28011,25669,54969,49349,42263,102467,167477,199389,175548,105618,54055,77067,82244,50689,28211,76866,102148,88711,54786,20965,12270,32746,39139,41894,48569,45456,29919,11985,2348,13615,29389,47452,57737,52888,36815,20857,13376,16790,28711,39956,41269,35965,37333,39665,31353,9420,38415,83351,109738,109245,92126,70901,56096,53813,52883,48453,40555,28969,19812,13309,9549,7005,10781,12225,28058,74569,125812,164356,174938,145390,85042,37230,43120,39804,21205,36577,56771,56111,66180,101107,124323,129246,138616,162952,178158,164307,132090,111399,108480,99819,71305,27327,25555,61902,82562,88007,81388,63289,41565,30031,22197,25428,37483,40007,36440,29526,21249,15336,23316,46326,55897,42251,25914,45899,68121,71518,64769,71542,80638,72801,33.4
31164,26995,25836,27827,24975,22036,23744,24103,22367,26787,31887,28492,24052,27478,27898,22199,21822,30163,33459,28040,25375,29715,28959,23196,24176,31811,34096,28687,37326,61870,77311,76009,65238,51989,36943,20540,2906,17874,30333,38750,48197,48348,31717,4892,22362,34082,24450,15677,32356,30597,14950,33856,54006,56971,44010,34227,33264,16230,14071,34012,28902,4764,21464,34016,23094,8586,37553,40487,12993,26089,47092,36318,7657,53817,75803,43007,48138,155332,241822,275271,243071,158013,58704,26743,49833,36476,18837,35154,30350,19448,69338,108049,114056,86980,39478,8126,32114,27174,5828,14494,19577,12696,9405,17874,18119,9800,12077,16745,13108,8162,10657,12947,10593,7079,10529,12338,8601,5691,9507,13134,16393,19244,18832,13715,11348,14841,13246,8792,11633,13901,9873,4235,11082,10094,3679,17647,18931,1152,29321,58431,73498,65852,37316,8084,21607,21663,11006,13587,17001,11822,12476,18519,14297,12049,20339,18005,7211,15001,21093,12132,9133,26583,21305,12526,60771,99966,112639,94255,53004,7463,21888,25608,12133,9305,15430,12894,8099,10355,12777,14395,17341,17255,13525,11397,12295,12816,12813,13492,14238,13907,12575,11728,11949,33.4
34907,15748,8297,13439,13727,8265,5771,5396,15452,22875,18992,15220,27059,36954,32814,17702,24065,28991,15211,20120,35495,34770,14601,19828,46659,43463,10261,42347,98808,164340,225074,262186,264437,223566,144668,55986,12712,52904,71144,67248,47781,33081,38127,41450,27039,28020,56080,67421,57715,44045,55136,83213,105073,110694,101609,85005,62618,33063,6691,26280,41731,45164,38008,37041,50953,61078,58209,42475,17608,13961,28842,32963,40277,40749,32542,62627,108547,150078,185917,220120,255474,271203,242551,178330,111455,58313,13154,44320,90210,112560,99006,62496,31680,19289,11386,15995,35068,58585,85797,99347,77902,28145,47186,85663,90710,67860,53392,68511,72901,57016,42831,65533,96609,105259,88280,69865,80501,88344,58165,6008,74031,117872,121539,83956,22287,34437,65936,66801,34344,27507,88880,120536,107219,57081,40505,87133,102393,111767,162332,222561,257021,250625,203881,134637,64352,14606,34296,32814,5017,30913,51512,52541,43051,45554,59733,70498,78616,86371,89509,85551,83759,94711,109081,109635,85844,42318,16875,40214,45557,34715,24224,31732,42048,49203,56686,67638,80223,83386,70370,45077,19961,17647,14141,8608,29601,35826,24031,21577,45697,62664,62220,51947,43192,33.4
13537,16424,10442,12321,18180,13681,7610,12041,13510,8927,10983,19608,17099,6809,13961,16007,7955,5354,17292,20113,8466,14379,24567,16567,4008,25511,38141,26297,20021,89031,153273,188873,183723,136188,61359,12923,44821,36133,6401,41167,65267,61790,35639,17077,24593,21555,15211,17238,16324,11839,16787,16042,9689,30204,44424,40486,23194,12946,23799,24612,14316,18468,25630,20587,13497,18243,21483,17553,16394,23267,24077,18272,20003,26327,25687,19646,28869,52266,69642,71179,58609,40371,22080,6189,3406,6389,8741,9140,8410,12100,13937,13512,13802,13364,11804,9836,7803,5432,7229,10692,8944,5362,7060,6464,2617,4354,9757,10317,5451,7227,8845,4168,3120,5394,4574,1247,5028,8544,19149,38252,50451,45661,26701,6180,14073,18130,11064,12066,19240,15771,9056,13142,13988,8603,10433,17290,16445,13818,20354,22768,16654,12103,16792,18282,12198,8543,13483,12594,9380,11108,10896,8118,9909,13025,11235,9778,13982,13286,8274,12587,17451,15324,11933,23843,40210,50640,51518,43634,30597,17541,11184,11248,8831,7229,9609,8154,4624,7062,8904,7850,6672,7970,8728,8727,9478,8171,4781,4833,6357,5596,4444,7202,8370,33.4
9775,9002,15896,13886,6245,2463,6815,6926,9279,15205,13003,2316,8789,12142,9910,10480,14183,13402,6559,9380,11795,4777,7928,13015,10548,6392,9608,12193,10573,14582,17814,11500,9157,17066,17225,10488,12166,19615,16353,9259,19803,21533,9251,7672,17278,14433,6371,22782,30535,15830,20730,57002,78012,76284,55542,25816,12919,25086,22635,11562,19409,26868,23258,17884,21966,22627,10469,14583,30393,28238,15330,27586,36718,27540,27167,50415,56955,38848,47513,75783,70156,85717,196198,319548,389701,366582,251006,90113,78544,161050,169380,122327,69309,60140,59295,45223,41310,40662,28774,24497,33714,30293,14865,22434,31031,23806,16540,21628,20365,9768,11876,19674,14067,1856,13134,14339,7751,2030,5747,4637,4301,11987,13683,11655,13588,14350,20126,61301,119571,163550,164064,109617,37353,109906,161919,129629,26587,87952,134185,63806,121016,350752,524611,558272,435993,218299,12836,116496,113701,38507,79858,98021,37448,58926,104665,64488,73883,175295,174834,91847,322884,611297,775092,736131,515715,228956,120151,185863,145769,68145,99315,109863,60285,45623,74960,55797,28927,56071,53735,21667,40721,56679,34125,23645,51886,45252,21817,47175,57799,34085,21950,51972,51487,18.9
8115,12707,12637,9246,9864,12709,13027,13671,18298,21127,17741,11204,7535,4290,5017,12714,17835,18209,14410,8646,3444,3628,6260,8296,11947,16222,17900,15411,9302,1401,7210,13336,13562,5813,11499,26288,33328,28526,16402,17479,25569,22134,11673,16286,20587,14708,13763,22089,19877,3344,28623,55654,68786,64516,47059,24617,12427,17002,16711,16101,20212,21030,15610,9416,9420,7314,7896,14150,13542,8380,12013,13635,5868,7430,15822,12919,11614,23551,24923,13106,12076,12349,15198,59228,98703,101901,53254,52604,149523,212118,211962,153581,68826,20129,43982,33664,9052,26169,29050,13448,6627,14852,7512,8687,20323,18764,7805,9520,11424,7568,15529,21866,17837,5228,8926,15461,13230,9019,7279,4802,7317,10229,9241,3669,5927,14641,18097,31813,69013,109312,124953,97919,45221,64562,93199,63387,15975,91098,102831,17434,148304,318688,413095,384655,248532,72517,64436,108942,69100,9632,54422,50010,9062,38453,49921,24587,14458,35107,22654,16700,43187,43715,26736,38056,50257,37063,11337,21770,22603,7273,21680,25972,8727,17468,33298,27476,7543,22609,30923,20528,7895,13123,10509,15861,25472,23514,16095,19983,19567,10553,20106,25473,12249,18.9
14254,4067,13482,19265,12255,9297,26218,19848,6065,22940,20277,6062,12072,24640,22085,1659,27503,30385,7559,23062,33550,23594,1758,24683,34687,17913,21846,39450,28093,6259,23677,25970,7333,25485,47294,36159,11177,41220,44270,18684,20523,40144,31768,8581,46188,53969,22974,30372,51734,37482,23431,60201,75679,52600,45141,65113,42089,15312,59585,59768,15969,45091,81165,58605,16495,82696,87836,25106,63327,105447,70314,31443,122846,133888,45772,121438,199142,136263,68565,249100,282348,78373,433596,963389,1316358,1324060,983632,451967,126607,371016,370538,181634,99206,192688,158388,47602,93596,128807,78464,41239,88487,78754,27391,41144,60339,41191,13449,35236,33393,12490,25990,28123,11051,9516,19561,17567,4855,10635,17284,12238,6252,9776,6869,6285,19377,18304,7497,52010,103737,140618,142144,111682,99049,123915,125639,77611,8451,92673,124994,59343,131940,376497,588965,671933,584001,363700,127412,125418,149918,71623,85188,128524,81019,73270,138410,119862,116547,235579,265512,161178,340878,691484,917435,905206,668156,338877,171701,221240,179467,87229,104632,117298,70952,66081,100058,90667,76869,95501,93860,64877,58278,74036,68825,51620,53979,60378,55047,49103,48138,47308,45161,39741,30469,18.9
